"priority","origin","customer_type__c","subject","isdeleted","systemmodstamp","db_case_duration_hours__c","external_id__c","createddate","isclosed","casenumber","sfid","id","_hc_lastop","_hc_err","reason","valid__c","type"
"Medium","Other",NULL,"I haven't watched this serial in along time so ...",False,"2018-09-19 11:05:34",NULL,NULL,"2018-09-19 11:05:34",False,"00002082","50046000007aCrdAAE",127,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,". The cvs can stop showing this paralysis as a ...",False,"2018-09-19 11:05:34",NULL,NULL,"2018-09-19 11:05:34",False,"00002080","50046000007aCrbAAE",128,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by VARUNI2014 Lust is also as...",False,"2018-09-19 11:05:35",NULL,NULL,"2018-09-19 11:05:34",False,"00002083","50046000007aCreAAE",129,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Angels11 Ok since people a...",False,"2018-09-19 11:05:35",NULL,NULL,"2018-09-19 11:05:35",False,"00002085","50046000007aCrgAAE",130,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by moumita.madhuk Originally ...",False,"2018-09-19 11:05:35",NULL,NULL,"2018-09-19 11:05:35",False,"00002084","50046000007aCrfAAE",131,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,", the show has been delayed to Sep 25 from Sep ...",False,"2018-09-19 11:06:41",NULL,NULL,"2018-09-19 11:06:41",False,"00002088","50046000007aCsOAAU",132,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by jaysp Originally posted by...",False,"2018-09-19 11:06:42",NULL,NULL,"2018-09-19 11:06:41",False,"00002089","50046000007aCsPAAU",133,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Leap in Yeh Teri Galliyan postponed; Manish and...",False,"2018-09-19 11:06:42",NULL,NULL,"2018-09-19 11:06:42",False,"00002091","50046000007aCsRAAU",134,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"his hotness factor is Abhinav Shukla. I don't f...",False,"2018-09-19 11:06:42",NULL,NULL,"2018-09-19 11:06:42",False,"00002090","50046000007aCsQAAU",135,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"August 2018 at 10:57pm...",False,"2018-09-19 11:06:51",NULL,NULL,"2018-09-19 11:06:51",False,"00002096","50046000007aCsZAAU",136,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Omg ! Suno Chanda is such a laugh riot I watche...",False,"2018-09-19 11:06:52",NULL,NULL,"2018-09-19 11:06:52",False,"00002098","50046000007aCsbAAE",137,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"In today's world with all sorts of problems cro...",False,"2018-09-19 11:06:52",NULL,NULL,"2018-09-19 11:06:52",False,"00002099","50046000007aCscAAE",138,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"[Quote: =soapsuds]Thanks for the link Fary. Hur...",False,"2018-09-19 11:06:52",NULL,NULL,"2018-09-19 11:06:52",False,"00002097","50046000007aCsaAAE",139,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Happy_hippy I think the wr...",False,"2018-09-19 11:06:53",NULL,NULL,"2018-09-19 11:06:53",False,"00002100","50046000007aCsdAAE",140,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"The episode felt good to watch. Finally. I love...",False,"2018-09-19 11:06:56",NULL,NULL,"2018-09-19 11:06:56",False,"00002105","50046000007aCsjAAE",141,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by sammy17 Honestly, that ent...",False,"2018-09-19 11:06:56",NULL,NULL,"2018-09-19 11:06:55",False,"00002104","50046000007aCsiAAE",142,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"500 episode..time passed so quickly...and now t...",False,"2018-09-19 11:06:56",NULL,NULL,"2018-09-19 11:06:56",False,"00002106","50046000007aCskAAE",143,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"like him in my job interview ) Radhika Apte : F...",False,"2018-09-19 11:06:56",NULL,NULL,"2018-09-19 11:06:56",False,"00002107","50046000007aCslAAE",144,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"OKAY! HYPERVENTILATING! A NEW THREAD IN 3 MONTH...",False,"2018-09-19 11:06:57",NULL,NULL,"2018-09-19 11:06:57",False,"00002108","50046000007aCsmAAE",145,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Previously On... The Gupta & Mallik families ce...",False,"2018-09-19 11:06:57",NULL,NULL,"2018-09-19 11:06:57",False,"00002109","50046000007aCsnAAE",146,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Dragonfly88 https://www.in...",False,"2018-09-19 11:07:01",NULL,NULL,"2018-09-19 11:07:01",False,"00002116","50046000007aCsyAAE",147,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by anesku Originally posted b...",False,"2018-09-19 11:07:01",NULL,NULL,"2018-09-19 11:07:01",False,"00002115","50046000007aCsxAAE",148,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by theaisha Beautiful thread ...",False,"2018-09-19 11:07:06",NULL,NULL,"2018-09-19 11:07:06",False,"00002122","50046000007aCt4AAE",149,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"I think the cvs think that u no like when someo...",False,"2018-09-19 11:07:06",NULL,NULL,"2018-09-19 11:07:06",False,"00002121","50046000007aCt3AAE",150,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Tum log itne fast ho Congratulations",False,"2018-09-19 11:07:07",NULL,NULL,"2018-09-19 11:07:06",False,"00002123","50046000007aCt5AAE",151,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Good luck for your exams. Sukor confession was ...",False,"2018-09-19 11:07:27",NULL,NULL,"2018-09-19 11:07:27",False,"00002133","50046000007aCtWAAU",152,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Good one LA And the last part just after PS is ...",False,"2018-09-19 11:07:27",NULL,NULL,"2018-09-19 11:07:27",False,"00002134","50046000007aCtXAAU",153,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Nice review. After a long time, the episode was...",False,"2018-09-19 11:07:28",NULL,NULL,"2018-09-19 11:07:28",False,"00002135","50046000007aCtYAAU",154,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by JaySee I salute you for yo...",False,"2018-09-19 11:07:28",NULL,NULL,"2018-09-19 11:07:28",False,"00002136","50046000007aCtZAAU",155,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"present intentionally (due to situations). Yes ...",False,"2018-09-19 11:07:28",NULL,NULL,"2018-09-19 11:07:28",False,"00002137","50046000007aCtaAAE",156,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"beginnings... I'll make an official comeback af...",False,"2018-09-19 11:07:29",NULL,NULL,"2018-09-19 11:07:28",False,"00002138","50046000007aCtbAAE",157,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"good to see you back Mishti baby! Hope to see y...",False,"2018-09-19 11:07:29",NULL,NULL,"2018-09-19 11:07:29",False,"00002139","50046000007aCtcAAE",158,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Thanks for sharing this Shamz To sad to comment",False,"2018-09-19 11:07:29",NULL,NULL,"2018-09-19 11:07:29",False,"00002140","50046000007aCtdAAE",159,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by ThunderLight Originally po...",False,"2018-09-19 11:07:30",NULL,NULL,"2018-09-19 11:07:29",False,"00002141","50046000007aCteAAE",160,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"OMG wow stuff on gauri and rikara loving it tot...",False,"2018-09-19 11:07:30",NULL,NULL,"2018-09-19 11:07:30",False,"00002143","50046000007aCtgAAE",161,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by ranikaadi Originally poste...",False,"2018-09-19 11:07:30",NULL,NULL,"2018-09-19 11:07:30",False,"00002142","50046000007aCtfAAE",162,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"the Aug 10 episode yesterday I feel even more s...",False,"2018-09-19 11:07:32",NULL,NULL,"2018-09-19 11:07:32",False,"00002145","50046000007aCtmAAE",163,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Yes!! she gave him a ""Herb of the Sun "" or in o...",False,"2018-09-19 11:07:33",NULL,NULL,"2018-09-19 11:07:33",False,"00002146","50046000007aCtnAAE",164,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"do something very wrong in present intentionall...",False,"2018-09-19 11:07:33",NULL,NULL,"2018-09-19 11:07:33",False,"00002147","50046000007aCtoAAE",165,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Good post. Very well written.",False,"2018-09-19 11:07:34",NULL,NULL,"2018-09-19 11:07:33",False,"00002148","50046000007aCtpAAE",166,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Hello doston kya haal chaal Is their any improv...",False,"2018-09-19 11:07:34",NULL,NULL,"2018-09-19 11:07:34",False,"00002150","50046000007aCtrAAE",167,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by JaySee Good post. Very wel...",False,"2018-09-19 11:07:34",NULL,NULL,"2018-09-19 11:07:34",False,"00002149","50046000007aCtqAAE",168,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Hello ...hello Mishti just came to cheer up u a...",False,"2018-09-19 11:07:35",NULL,NULL,"2018-09-19 11:07:35",False,"00002152","50046000007aCttAAE",169,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Hello my beautiful writers Where are you all It...",False,"2018-09-19 11:07:35",NULL,NULL,"2018-09-19 11:07:35",False,"00002153","50046000007aCtuAAE",170,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by sheen97 Hello doston kya h...",False,"2018-09-19 11:07:35",NULL,NULL,"2018-09-19 11:07:34",False,"00002151","50046000007aCtsAAE",171,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by .Nivedita. She posted this...",False,"2018-09-19 11:07:36",NULL,NULL,"2018-09-19 11:07:36",False,"00002154","50046000007aCtvAAE",172,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Meera and Samriddhi need to spend more time tog...",False,"2018-09-19 11:07:42",NULL,NULL,"2018-09-19 11:07:42",False,"00002156","50046000007aCu1AAE",173,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Like mai said a good bonding DEFNITELY reflects...",False,"2018-09-19 11:07:42",NULL,NULL,"2018-09-19 11:07:42",False,"00002157","50046000007aCu2AAE",174,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"our society has not changed regarding girls and...",False,"2018-09-19 11:07:43",NULL,NULL,"2018-09-19 11:07:43",False,"00002159","50046000007aCu4AAE",175,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"I really loved this character.. he is calm, swe...",False,"2018-09-19 11:07:43",NULL,NULL,"2018-09-19 11:07:43",False,"00002160","50046000007aCu5AAE",176,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"sabi & abhi now every character of this show ar...",False,"2018-09-19 11:07:43",NULL,NULL,"2018-09-19 11:07:43",False,"00002158","50046000007aCu3AAE",177,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"The ending was beautiful and so was the voice o...",False,"2018-09-19 11:07:44",NULL,NULL,"2018-09-19 11:07:44",False,"00002163","50046000007aCu8AAE",178,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Thabassum.. Originally pos...",False,"2018-09-19 11:07:44",NULL,NULL,"2018-09-19 11:07:44",False,"00002162","50046000007aCu7AAE",179,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Sason ki sarzameen par barsaat laa gaye, ek jha...",False,"2018-09-19 11:07:44",NULL,NULL,"2018-09-19 11:07:43",False,"00002161","50046000007aCu6AAE",180,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Ordet (Danish) A family is in an existential cr...",False,"2018-09-19 11:07:45",NULL,NULL,"2018-09-19 11:07:45",False,"00002165","50046000007aCuAAAU",181,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by tina59 Unfortunately that ...",False,"2018-09-19 11:07:45",NULL,NULL,"2018-09-19 11:07:44",False,"00002164","50046000007aCu9AAE",182,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"waiting for suraj elina wedding as I love this ...",False,"2018-09-19 11:07:45",NULL,NULL,"2018-09-19 11:07:45",False,"00002167","50046000007aCuCAAU",183,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Sarath_Pandey Originally p...",False,"2018-09-19 11:07:45",NULL,NULL,"2018-09-19 11:07:45",False,"00002166","50046000007aCuBAAU",184,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"It was a very good episode. The only bad thing ...",False,"2018-09-19 11:07:48",NULL,NULL,"2018-09-19 11:07:48",False,"00002170","50046000007aCuHAAU",185,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"I have made two post on yesterday's episode . S...",False,"2018-09-19 11:07:48",NULL,NULL,"2018-09-19 11:07:48",False,"00002172","50046000007aCuJAAU",186,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by sabreen_06 Another draggin...",False,"2018-09-19 11:07:48",NULL,NULL,"2018-09-19 11:07:48",False,"00002171","50046000007aCuIAAU",187,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"90's society mentality. It's about how our soci...",False,"2018-09-19 11:07:49",NULL,NULL,"2018-09-19 11:07:49",False,"00002173","50046000007aCuKAAU",188,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"The episode was a little weirdly edited yes. I ...",False,"2018-09-19 11:07:49",NULL,NULL,"2018-09-19 11:07:49",False,"00002175","50046000007aCuMAAU",189,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Hello everyone! The forum is still so quiet. Ho...",False,"2018-09-19 11:07:49",NULL,NULL,"2018-09-19 11:07:49",False,"00002174","50046000007aCuLAAU",190,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Lol...I'm glad my best panda , is already up to...",False,"2018-09-19 11:07:50",NULL,NULL,"2018-09-19 11:07:50",False,"00002176","50046000007aCuNAAU",191,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Houstonmom Originally post...",False,"2018-09-19 11:07:50",NULL,NULL,"2018-09-19 11:07:50",False,"00002177","50046000007aCuOAAU",192,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"They look so good together",False,"2018-09-19 11:07:50",NULL,NULL,"2018-09-19 11:07:50",False,"00002178","50046000007aCuPAAU",193,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"How is KCR doing TRPwise, anyone knows??? Okay,...",False,"2018-09-19 11:07:51",NULL,NULL,"2018-09-19 11:07:50",False,"00002179","50046000007aCuQAAU",194,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"yes deepti jaise mamta killed her all past new ...",False,"2018-09-19 11:08:31",NULL,NULL,"2018-09-19 11:08:31",False,"00002182","50046000007aCukAAE",195,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Yeah it will be nice if Naman already knows Pal...",False,"2018-09-19 11:08:31",NULL,NULL,"2018-09-19 11:08:31",False,"00002181","50046000007aCujAAE",196,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by fortitudeoth Hello everyon...",False,"2018-09-19 11:08:32",NULL,NULL,"2018-09-19 11:08:32",False,"00002185","50046000007aCunAAE",197,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Hosh na khabar hai, yeh kaisa asaar hai, tumhar...",False,"2018-09-19 11:08:32",NULL,NULL,"2018-09-19 11:08:32",False,"00002184","50046000007aCumAAE",198,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Hi there, This post originated from a question ...",False,"2018-09-19 11:08:32",NULL,NULL,"2018-09-19 11:08:32",False,"00002183","50046000007aCulAAE",199,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Thabassum.. Okay looks lik...",False,"2018-09-19 11:08:33",NULL,NULL,"2018-09-19 11:08:33",False,"00002189","50046000007aCurAAE",200,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Not unseen but lovely pic, nonetheless... They ...",False,"2018-09-19 11:08:33",NULL,NULL,"2018-09-19 11:08:33",False,"00002188","50046000007aCuqAAE",201,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Originally posted by Thabassum.. Fingers crosse...",False,"2018-09-19 11:08:33",NULL,NULL,"2018-09-19 11:08:33",False,"00002187","50046000007aCupAAE",202,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Fingers crossed Maya babe ...we sure shud have ...",False,"2018-09-19 11:08:33",NULL,NULL,"2018-09-19 11:08:32",False,"00002186","50046000007aCuoAAE",203,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"No good deed 0/5 utter crap movie. Fast forward...",False,"2018-09-19 11:08:34",NULL,NULL,"2018-09-19 11:08:34",False,"00002190","50046000007aCusAAE",204,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"casts for these types of play isn't the best bu...",False,"2018-09-19 11:08:34",NULL,NULL,"2018-09-19 11:08:34",False,"00002191","50046000007aCutAAE",205,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,",ELDG, Uncha maza Zoka, I mean such superior qu...",False,"2018-09-19 11:09:01",NULL,NULL,"2018-09-19 11:09:01",False,"00002192","50046000007aCuyAAE",206,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"this show was supposed to be from indian perspe...",False,"2018-09-19 11:09:02",NULL,NULL,"2018-09-19 11:09:01",False,"00002193","50046000007aCuzAAE",207,NULL,NULL,"Problem Resolved",False,"General"
"Medium","Other",NULL,"Congratulations Meher",False,"2018-09-19 11:09:02",NULL,NULL,"2018-09-19 11:09:02",False,"00002195","50046000007aCv1AAE",208,NULL,NULL,"Problem Resolved",False,"General"
